pl_name,hostname,st_mass,pl_bmassj,pl_massj,pl_orbsmax,pl_orbeccen,sy_snum,sy_pnum,pl_orbper,planet_mass_jup,planet_solar_mass,star_solar_mass,ecc,sma
Kepler-1521 b,Kepler-1521,0.81,0.0214,,0.23476,0.0,1,1,47.14840805,0.0214,2.0436999999999998e-05,0.81,0.0,0.23476
Kepler-1523 b,Kepler-1523,0.97,0.00982,,0.01867,0.0,1,1,0.93875077,0.00982,9.378100000000001e-06,0.97,0.0,0.01867
Kepler-1525 b,Kepler-1525,1.07,0.00218,,0.03557,0.0,1,1,2.416601183,0.00218,2.0819e-06,1.07,0.0,0.03557
Kepler-1184 b,Kepler-1184,1.05,0.0241,,0.2863,0.0,1,1,53.5991044,0.0241,2.30155e-05,1.05,0.0,0.2863
Kepler-283 b,Kepler-283,0.596,0.0163,,0.082,0.0,1,2,11.008151,0.0163,1.5566499999999997e-05,0.596,0.0,0.082
Kepler-1010 b,Kepler-1010,0.86,0.0189,,0.193,0.0,1,1,34.2685705,0.0189,1.80495e-05,0.86,0.0,0.193
Kepler-1014 b,Kepler-1014,0.88,0.0198,,0.121,0.0,1,1,16.57110363,0.0198,1.8909e-05,0.88,0.0,0.121
Kepler-1530 b,Kepler-1530,0.92,0.0105,,0.03553,0.0,1,3,2.5904434,0.0105,1.00275e-05,0.92,0.0,0.03553
Kepler-1530 c,Kepler-1530,0.92,0.0106,,0.05744,0.0,1,3,5.3227406,0.0106,1.0123e-05,0.92,0.0,0.05744
HIP 14810 c,HIP 14810,1.01,1.31,,0.549,0.1566,1,3,147.747,1.31,0.00125105,1.01,0.1566,0.549
Kepler-154 f,Kepler-154,0.98,0.00899,,0.08832,0.0,1,5,9.91935684,0.00899,8.58545e-06,0.98,0.0,0.08832
Kepler-1542 b,Kepler-1542,0.94,0.00114,,0.04765,0.0,1,4,3.95116882,0.00114,1.0887e-06,0.94,0.0,0.04765
Kepler-1931 b,Kepler-1931,1.174,0.0237,,0.23329,0.0,1,1,38.5760994,0.0237,2.26335e-05,1.174,0.0,0.23329
Kepler-192 d,Kepler-192,0.94,0.00328,,0.0686,0.0,1,3,6.47027579,0.00328,3.1324e-06,0.94,0.0,0.0686
Kepler-1930 b,Kepler-1930,0.844,0.00929,,0.10233,0.0,1,1,13.02680016,0.00929,8.871949999999999e-06,0.844,0.0,0.10233
Kepler-135 b,Kepler-135,1.047,0.0124,,0.067,0.0,1,2,6.00253,0.0124,1.1842e-05,1.047,0.0,0.067
Kepler-1421 b,Kepler-1421,1.25,0.00236,,0.07576,0.0,1,1,6.9131112,0.00236,2.2538000000000003e-06,1.25,0.0,0.07576
Kepler-1424 b,Kepler-1424,1.02,0.00521,,0.19068,0.0,1,1,29.6091744,0.00521,4.97555e-06,1.02,0.0,0.19068
Kepler-1251 b,Kepler-1251,0.92,0.0127,,0.2478,0.0,1,1,45.0904643,0.0127,1.21285e-05,0.92,0.0,0.2478
Kepler-381 d,Kepler-381,1.198,0.00386,,0.08364,0.0,1,3,8.256299973,0.00386,3.6863e-06,1.198,0.0,0.08364
Kepler-389 b,Kepler-389,0.765,0.00909,,0.041,0.0,1,2,3.244107,0.00909,8.68095e-06,0.765,0.0,0.041
Kepler-394 b,Kepler-394,0.87,0.01,,0.083,0.0,1,3,8.005013,0.01,9.55e-06,0.87,0.0,0.083
Kepler-51 c,Kepler-51,1.04,0.013,0.013,0.384,0.014,1,4,85.312,0.013,1.2414999999999999e-05,1.04,0.014,0.384
Kepler-54 b,Kepler-54,0.51,0.00308342,0.00308342482426374,0.0619,0.022,1,3,8.0109434,0.00308342,2.9446661e-06,0.51,0.022,0.0619
Kepler-54 d,Kepler-54,0.524532,0.03805387,0.0380538672240207,0.126,0.0,1,3,20.995694,0.03805387,3.6341445849999996e-05,0.524532,0.0,0.126
Kepler-279 b,Kepler-279,1.164,13.15467689,13.1546768882745,0.112,0.0,1,4,12.309681,13.15467689,0.012562716429949999,1.164,0.0,0.112
Kepler-279 e,Kepler-279,1.164,0.1761957,0.176195704243642,0.439,0.0,1,4,98.3531,0.1761957,0.0001682668935,1.164,0.0,0.439
Kepler-245 b,Kepler-245,0.856,0.46182153,0.461821526230033,0.071,0.0,1,4,7.49019,0.46182153,0.00044103956115,0.856,0.0,0.071
Kepler-287 c,Kepler-287,0.963,0.20765922,0.207659222858579,0.246,0.0,1,2,44.851896,0.20765922,0.0001983145551,0.963,0.0,0.246
Kepler-289 b,Kepler-289,1.08,0.0116415,0.0116415018875264,0.21183,0.0,1,4,34.5383,0.0116415,1.11176325e-05,1.08,0.0,0.21183
Kepler-417 c,Kepler-417,0.9,0.0242,,0.1194,0.0,1,2,15.943,0.0242,2.3111e-05,0.9,0.0,0.1194
Kepler-747 b,Kepler-747,0.82,0.0759,,0.1916,0.0,1,1,35.61760587,0.0759,7.24845e-05,0.82,0.0,0.1916
Kepler-740 b,Kepler-740,0.91,0.0596,,0.0462,0.0,1,1,3.584101216,0.0596,5.6918e-05,0.91,0.0,0.0462
Kepler-741 b,Kepler-741,1.16,0.0287,,0.0744,0.0,1,1,7.03902374,0.0287,2.74085e-05,1.16,0.0,0.0744
Kepler-377 c,Kepler-377,1.043,0.0154,,0.182,0.0,1,2,27.014976,0.0154,1.4707e-05,1.043,0.0,0.182
Kepler-748 b,Kepler-748,1.07,0.0217,,0.0745,0.0,1,1,7.40742793,0.0217,2.0723500000000002e-05,1.07,0.0,0.0745
Kepler-59 c,Kepler-59,1.04,0.0119876,0.0119876005922907,0.13114,0.0,1,2,17.9801235,0.0119876,1.1448158e-05,1.04,0.0,0.13114
Kepler-80 b,Kepler-80,0.73,0.02180411,0.0218041091149357,0.0648,0.0049,1,6,7.05246,0.02180411,2.082292505e-05,0.73,0.0049,0.0648
Kepler-58 c,Kepler-58,0.95,0.16675665,0.166756648659162,0.12307,0.0,1,4,15.5741568,0.16675665,0.00015925260075,0.95,0.0,0.12307
Kepler-82 c,Kepler-82,0.91,0.04373407,0.0437340716735362,0.2626,0.007,1,5,51.54,0.04373407,4.176603685e-05,0.91,0.007,0.2626
Kepler-1425 b,Kepler-1425,0.97,0.00245,,0.11435,0.0,1,1,14.4541302,0.00245,2.33975e-06,0.97,0.0,0.11435
Kepler-1428 b,Kepler-1428,1.28,0.0105,,0.11051,0.0,1,1,10.67607169,0.0105,1.00275e-05,1.28,0.0,0.11051
Kepler-1844 b,Kepler-1844,0.939,0.0298,,0.0478,0.0,1,1,3.924510002,0.0298,2.8459e-05,0.939,0.0,0.0478
Kepler-441 b,Kepler-441,0.572,0.0105,,0.64,0.1,1,1,207.2482,0.0105,1.00275e-05,0.572,0.1,0.64
Kepler-692 b,Kepler-692,0.9,0.031,,0.1495,0.0,1,1,21.81293494,0.031,2.9605e-05,0.9,0.0,0.1495
Kepler-136 c,Kepler-136,1.204,0.0145,,0.133,0.0,2,2,16.399235,0.0145,1.38475e-05,1.204,0.0,0.133
Kepler-181 b,Kepler-181,0.81,0.00678,,0.04,0.0,1,2,3.137873,0.00678,6.4749e-06,0.81,0.0,0.04
Kepler-181 c,Kepler-181,0.81,0.0145,,0.049,0.0,1,2,4.302149,0.0145,1.38475e-05,0.81,0.0,0.049
Kepler-172 e,Kepler-172,1.081,0.0253,,0.211,0.0,1,4,35.118736,0.0253,2.41615e-05,1.081,0.0,0.211
Kepler-183 c,Kepler-183,0.99,0.112,0.112,0.103,0.0,1,2,11.637071,0.112,0.00010696,0.99,0.0,0.103
Kepler-1205 b,Kepler-1205,0.84,0.00809,,0.0196,0.0,1,1,1.078390352,0.00809,7.72595e-06,0.84,0.0,0.0196
Kepler-355 b,Kepler-355,0.933,0.00859,,0.102,0.0,1,2,11.03189,0.00859,8.20345e-06,0.933,0.0,0.102
Kepler-306 b,Kepler-306,0.75,0.0092,,0.05,0.0,1,4,4.646186,0.0092,8.786e-06,0.75,0.0,0.05
Kepler-359 b,Kepler-359,0.827,0.0384,,0.178,0.0,1,3,25.563222,0.0384,3.6672e-05,0.827,0.0,0.178
Kepler-361 b,Kepler-361,1.191,0.00849,,0.086,0.0,1,2,8.486616,0.00849,8.10795e-06,1.191,0.0,0.086
Kepler-278 c,Kepler-278,1.414,0.0396,,0.294,0.51,1,2,51.078775,0.0396,3.7818e-05,1.414,0.51,0.294
Kepler-751 b,Kepler-751,0.87,0.0208,,0.1263,0.0,1,1,17.44490636,0.0208,1.9863999999999998e-05,0.87,0.0,0.1263
Kepler-2001 c,Kepler-2001,0.864,0.0125,,0.1084,0.0,1,2,14.092583189,0.0125,1.19375e-05,0.864,0.0,0.1084
Kepler-253 b,Kepler-253,0.86,0.0104,,0.046,0.0,1,3,3.783986,0.0104,9.931999999999999e-06,0.86,0.0,0.046
Kepler-323 c,Kepler-323,1.015,0.02139519,0.0213951926581566,0.0458,0.095,1,2,3.5538229,0.02139519,2.0432406450000003e-05,1.015,0.095,0.0458
Kepler-280 b,Kepler-280,0.962,0.00849,,0.032,0.0,1,2,2.139542,0.00849,8.10795e-06,0.962,0.0,0.032
Kepler-297 b,Kepler-297,0.927,0.153,0.153,0.217,0.0,1,3,38.871826,0.153,0.000146115,0.927,0.0,0.217
TOI-2202 b,TOI-2202,0.841,0.904,0.904,0.09564,0.022,1,2,11.9126075,0.904,0.00086332,0.841,0.022,0.09564
TOI-2202 c,TOI-2202,0.823,0.369,0.369,0.15544,0.0622,1,2,24.6744,0.369,0.000352395,0.823,0.0622,0.15544
WASP-47 b,WASP-47,1.058,1.1767356,1.17673559619861,0.052,0.0006,1,4,4.159151,1.1767356,0.001123782498,1.058,0.0006,0.052
L 98-59 c,L 98-59,0.273,0.0069849,0.00698490113251582,0.0304,0.103,1,4,3.6906777,0.0069849,6.6705795e-06,0.273,0.103,0.0304
Kepler-290 c,Kepler-290,0.756,0.0244,,0.205,0.0,1,3,36.77031,0.0244,2.3302e-05,0.756,0.0,0.205
Kepler-1273 b,Kepler-1273,0.94,0.0213,,0.1857,0.0,1,1,28.625653,0.0213,2.0341499999999998e-05,0.94,0.0,0.1857
Kepler-254 d,Kepler-254,0.849,0.0214,,0.139,0.0,1,3,18.746477,0.0214,2.0436999999999998e-05,0.849,0.0,0.139
Kepler-422 b,Kepler-422,1.15,0.43,0.43,0.082,0.0,1,1,7.8914483,0.43,0.00041065,1.15,0.0,0.082
Kepler-424 b,Kepler-424,1.01,1.03,1.03,0.044,0.0,1,2,3.3118644,1.03,0.00098365,1.01,0.0,0.044
Kepler-234 b,Kepler-234,1.129,0.0416,,0.04,0.0,1,2,2.711506,0.0416,3.9727999999999996e-05,1.129,0.0,0.04
Kepler-229 c,Kepler-229,0.808,0.0676,,0.117,0.0,1,3,16.068638,0.0676,6.4558e-05,0.808,0.0,0.117
Kepler-237 b,Kepler-237,0.696,0.00809,,0.05,0.0,1,2,4.715106,0.00809,7.72595e-06,0.696,0.0,0.05
Kepler-251 e,Kepler-251,0.891,0.0255,,0.404,0.0,1,4,99.640161,0.0255,2.4352499999999998e-05,0.891,0.0,0.404
Kepler-188 c,Kepler-188,1.021,0.0324,,0.066,0.0,1,2,5.996553,0.0324,3.0941999999999996e-05,1.021,0.0,0.066
Kepler-1468 c,Kepler-1468,1.04,0.00505,,0.0466,0.0,1,3,3.54553021,0.00505,4.82275e-06,1.04,0.0,0.0466
Kepler-534 c,Kepler-534,1.075,0.00637,,0.0761,0.0,1,2,7.378689766,0.00637,6.08335e-06,1.075,0.0,0.0761
Kepler-243 c,Kepler-243,0.904,0.0145,,0.142,0.0,1,2,20.026218,0.0145,1.38475e-05,0.904,0.0,0.142
Kepler-244 d,Kepler-244,0.933,0.048,0.048,0.14,0.0,1,3,20.050401,0.048,4.584e-05,0.933,0.0,0.14
Kepler-780 b,Kepler-780,1.01,0.00201,,0.015,0.0,1,1,0.677375164,0.00201,1.91955e-06,1.01,0.0,0.015
Kepler-411 b,Kepler-411,0.87,0.0805462,0.0805462039455055,0.0375,0.146,2,4,3.005156,0.0805462,7.6921621e-05,0.87,0.146,0.0375
Kepler-401 d,Kepler-401,1.17,0.0182,,0.66886,0.0,1,3,184.256405,0.0182,1.7381000000000002e-05,1.17,0.0,0.66886
Kepler-416 b,Kepler-416,1.0,0.183,0.183,0.0674,0.0,1,3,6.319,0.183,0.000174765,1.0,0.0,0.0674
Kepler-365 c,Kepler-365,1.02,0.0105,,0.137,0.0,1,2,17.784129,0.0105,1.00275e-05,1.02,0.0,0.137
Kepler-402 c,Kepler-402,1.072,0.00961,,0.068,0.0,1,4,6.124821,0.00961,9.17755e-06,1.072,0.0,0.068
Kepler-1936 b,Kepler-1936,1.419,0.032,,0.52662,0.0,1,1,126.5569992,0.032,3.056e-05,1.419,0.0,0.52662
Kepler-32 b,Kepler-32,0.58,4.1,4.1,0.05,0.0,1,5,5.90124,4.1,0.0039155,0.58,0.0,0.05
Kepler-176 b,Kepler-176,0.86,0.91413163,0.91413163078277,0.058,0.0,1,4,5.433074,0.91413163,0.00087299570665,0.86,0.0,0.058
Kepler-176 e,Kepler-176,0.87,0.00163846,0.0016384627318728,0.25654,0.0,1,4,51.16579,0.00163846,1.5647293e-06,0.87,0.0,0.25654
Kepler-128 c,Kepler-128,1.184,0.01063467,0.0106346692918484,0.16517,0.037,1,2,22.8,0.01063467,1.015610985e-05,1.184,0.037,0.16517
Kepler-145 c,Kepler-145,1.32,0.25,0.25,0.26244,0.11,1,2,42.882,0.25,0.00023875,1.32,0.11,0.26244
Kepler-231 c,Kepler-231,0.58,0.076,0.076,0.114,0.0,1,2,19.271566,0.076,7.258e-05,0.58,0.0,0.114
Kepler-328 b,Kepler-328,1.15,0.09,0.09,0.2199,0.0,1,2,34.921,0.09,8.595e-05,1.15,0.0,0.2199
Kepler-238 d,Kepler-238,1.229,0.07268073,0.0726807280005025,0.115,0.0,1,5,13.233549,0.07268073,6.941009715e-05,1.229,0.0,0.115
Kepler-24 b,Kepler-24,1.06,0.03505036,0.0350503597370389,0.08045,0.023,1,4,8.14,0.03505036,3.3473093800000004e-05,1.06,0.023,0.08045
Kepler-20 f,Kepler-20,0.929,0.00440489,0.00440489260609106,0.1387,0.094,2,6,19.578328,0.00440489,4.2066699499999995e-06,0.929,0.094,0.1387
Kepler-20 g,Kepler-20,0.948,0.06280087,,0.2055,0.15,2,6,34.94,0.06280087,5.997483085e-05,0.948,0.15,0.2055
Kepler-402 d,Kepler-402,1.072,0.0078,,0.087,0.0,1,4,8.921099,0.0078,7.448999999999999e-06,1.072,0.0,0.087
HIP 109600 b,HIP 109600,0.87,2.68,,0.706,0.163,2,1,232.08,2.68,0.0025594000000000003,0.87,0.163,0.706
Kepler-300 b,Kepler-300,1.07,0.0108,,0.094,0.0,1,2,10.446347,0.0108,1.0314e-05,1.07,0.0,0.094
Kepler-407 b,Kepler-407,1.0,0.01006828,0.0100682754931882,0.01531,0.0,1,2,0.66931,0.01006828,9.615207400000001e-06,1.0,0.0,0.01531
Kepler-212 c,Kepler-212,1.166,0.025,,0.207,0.0,1,2,31.805174,0.025,2.3875e-05,1.166,0.0,0.207
Kepler-1550 b,Kepler-1550,1.07,0.0295,,0.7681,0.0,1,1,225.582809,0.0295,2.81725e-05,1.07,0.0,0.7681
Kepler-565 b,Kepler-565,0.98,0.0405,,0.0501,0.0,1,1,4.243747226,0.0405,3.8677500000000004e-05,0.98,0.0,0.0501
Kepler-560 b,Kepler-560,0.34,0.0113,,0.0899,0.17,2,1,18.47764449,0.0113,1.07915e-05,0.34,0.17,0.0899
Kepler-213 b,Kepler-213,1.07,0.0102,,0.036,0.0,1,2,2.46236,0.0102,9.741e-06,1.07,0.0,0.036
Kepler-407 c,Kepler-407,1.0,12.6,12.6,3.27090369,0.221479,1,2,3000.0,12.6,0.012033,1.0,0.221479,3.27090369
Kepler-268 b,Kepler-268,1.109,0.0221,,0.18,0.0,1,2,25.934138,0.0221,2.1105500000000003e-05,1.109,0.0,0.18
Kepler-577 b,Kepler-577,0.78,0.0221,,0.1348,0.0,1,1,25.69578251,0.0221,2.1105500000000003e-05,0.78,0.0,0.1348
Kepler-578 b,Kepler-578,0.87,0.0147,,0.0266,0.0,1,1,1.616883696,0.0147,1.40385e-05,0.87,0.0,0.0266
Kepler-1243 b,Kepler-1243,0.96,0.0117,,0.1256,0.0,1,1,16.8320729,0.0117,1.11735e-05,0.96,0.0,0.1256
Kepler-1249 b,Kepler-1249,1.19,0.0197,,0.167,0.0,1,1,24.3347127,0.0197,1.88135e-05,1.19,0.0,0.167
Kepler-27 c,Kepler-27,0.65,13.8,13.8,0.191,0.0,1,3,31.3309,13.8,0.013179000000000001,0.65,0.0,0.191
Kepler-408 b,Kepler-408,1.08,0.01573168,0.0157316804581065,0.03592,0.0,1,1,2.46502,0.01573168,1.50237544e-05,1.08,0.0,0.03592
Kepler-383 c,Kepler-383,0.669,0.00651,,0.172,0.0,1,2,31.200751,0.00651,6.21705e-06,0.669,0.0,0.172
Kepler-273 c,Kepler-273,0.756,0.0144,,0.073,0.0,1,2,8.014927,0.0144,1.3752e-05,0.756,0.0,0.073
Kepler-58 e,Kepler-58,1.017,1.88087656,1.88087655739344,0.0533,0.0,1,4,4.45814897,1.88087656,0.0017962371148,1.017,0.0,0.0533
Kepler-271 b,Kepler-271,0.9,0.00642,,0.08784,0.0,1,3,10.43547805,0.00642,6.1311000000000005e-06,0.9,0.0,0.08784
Kepler-957 b,Kepler-957,0.81,0.0816,,0.0559,0.0,1,1,5.907413537,0.0816,7.7928e-05,0.81,0.0,0.0559
Kepler-58 b,Kepler-58,0.95,0.11169549,0.111695491083023,0.09291,0.04,1,4,10.2184954,0.11169549,0.00010666919294999999,0.95,0.04,0.09291
Kepler-256 b,Kepler-256,1.037,0.00993,,0.027,0.0,1,4,1.620493,0.00993,9.483149999999999e-06,1.037,0.0,0.027
Kepler-372 d,Kepler-372,1.037,0.011,,0.201,0.0,1,3,30.092568,0.011,1.0505e-05,1.037,0.0,0.201
Kepler-387 c,Kepler-387,0.85,0.00201,,0.098,0.0,1,2,11.837549,0.00201,1.91955e-06,0.85,0.0,0.098
Kepler-390 b,Kepler-390,0.787,0.0015,,0.065,0.0,2,2,6.738088,0.0015,1.4325e-06,0.787,0.0,0.065
Kepler-392 c,Kepler-392,0.874,0.0043,,0.093,0.0,1,2,10.423118,0.0043,4.1065e-06,0.874,0.0,0.093
Kepler-972 b,Kepler-972,1.15,0.0614,,0.0734,0.0,1,1,7.03932553,0.0614,5.8637e-05,1.15,0.0,0.0734
Kepler-250 d,Kepler-250,0.806,0.017,,0.127,0.0,1,3,17.648312,0.017,1.6235000000000003e-05,0.806,0.0,0.127
Kepler-251 b,Kepler-251,0.891,0.00733,,0.053,0.0,1,4,4.790936,0.00733,7.00015e-06,0.891,0.0,0.053
Kepler-262 b,Kepler-262,0.816,0.00761,,0.108,0.0,1,2,13.060855,0.00761,7.2675499999999996e-06,0.816,0.0,0.108
Kepler-271 d,Kepler-271,0.9,0.00069,,0.05554,0.0,1,3,5.24972541,0.00069,6.5895e-07,0.9,0.0,0.05554
Kepler-273 b,Kepler-273,0.756,0.00899,,0.037,0.0,1,2,2.936532,0.00899,8.58545e-06,0.756,0.0,0.037
Kepler-834 b,Kepler-834,0.7,0.0149,,0.0862,0.0,1,1,13.32388301,0.0149,1.42295e-05,0.7,0.0,0.0862
Kepler-399 b,Kepler-399,0.902,0.00264,,0.103,0.0,1,3,14.425281,0.00264,2.5212e-06,0.902,0.0,0.103
Kepler-399 d,Kepler-399,0.902,0.0133,,0.261,0.0,1,3,58.034616,0.0133,1.27015e-05,0.902,0.0,0.261
Kepler-400 c,Kepler-400,1.08,0.00889,,0.134,0.0,1,2,17.340824,0.00889,8.48995e-06,1.08,0.0,0.134
Kepler-306 d,Kepler-306,0.75,0.021,,0.12,0.0,1,4,17.326644,0.021,2.0055e-05,0.75,0.0,0.12
Kepler-304 b,Kepler-304,0.737,0.0269,,0.039,0.0,1,4,3.295709,0.0269,2.5689500000000002e-05,0.737,0.0,0.039
Kepler-306 c,Kepler-306,0.75,0.0193,,0.067,0.0,1,4,7.240193,0.0193,1.84315e-05,0.75,0.0,0.067
Kepler-430 b,Kepler-430,1.166,0.0334,,0.2244,0.0,1,2,35.968,0.0334,3.1896999999999996e-05,1.166,0.0,0.2244
Kepler-602 b,Kepler-602,1.08,0.0158,,0.1224,0.0,1,1,15.28469497,0.0158,1.5089000000000002e-05,1.08,0.0,0.1224
Kepler-614 b,Kepler-614,0.85,0.0198,,0.1027,0.0,1,1,14.03491514,0.0198,1.8909e-05,0.85,0.0,0.1027
Kepler-615 b,Kepler-615,0.73,0.0116,,0.085,0.0,1,1,10.35584657,0.0116,1.1078e-05,0.73,0.0,0.085
Kepler-616 b,Kepler-616,0.98,0.0204,,0.0927,0.0,1,3,9.99761851,0.0204,1.9482e-05,0.98,0.0,0.0927
Kepler-1301 b,Kepler-1301,0.85,0.008,,0.0815,0.0,1,1,9.08237046,0.008,7.64e-06,0.85,0.0,0.0815
Kepler-835 b,Kepler-835,1.08,0.0258,,0.107,0.0,1,1,11.41909375,0.0258,2.4639e-05,1.08,0.0,0.107
Kepler-1555 b,Kepler-1555,1.04,0.0101,,0.0805,0.0,1,1,8.10501635,0.0101,9.6455e-06,1.04,0.0,0.0805
Kepler-1563 b,Kepler-1563,1.0,0.00109,,0.0442,0.0,1,1,3.43276598,0.00109,1.04095e-06,1.0,0.0,0.0442
Kepler-1589 b,Kepler-1589,1.18,0.00416,,0.0205,0.0,1,1,0.991665274,0.00416,3.9727999999999995e-06,1.18,0.0,0.0205
Kepler-1591 b,Kepler-1591,1.1,0.00678,,0.0794,0.0,1,1,8.18504949,0.00678,6.4749e-06,1.1,0.0,0.0794
Kepler-1952 b,Kepler-1952,0.922,0.0065,,0.1724,0.0,1,1,27.21080017,0.0065,6.2074999999999994e-06,0.922,0.0,0.1724
Kepler-375 b,Kepler-375,0.891,0.00849,,0.101,0.0,1,2,12.125934,0.00849,8.10795e-06,0.891,0.0,0.101
Kepler-374 d,Kepler-374,1.033,0.00714,,0.056,0.0,1,3,5.028219,0.00714,6.8187e-06,1.033,0.0,0.056
Kepler-936 b,Kepler-936,0.92,0.00849,,0.0954,0.0,1,1,10.56134221,0.00849,8.10795e-06,0.92,0.0,0.0954
Kepler-411 d,Kepler-411,0.87,0.04782431,0.0478243085926439,0.279,0.128,2,4,58.02035,0.04782431,4.567221605e-05,0.87,0.128,0.279
Kepler-92 b,Kepler-92,1.21,0.202,0.202,0.12232,0.17,1,3,13.749,0.202,0.00019291000000000002,1.21,0.17,0.12232
Kepler-1027 b,Kepler-1027,0.91,0.00201,,0.02911,0.0,2,1,1.907805199,0.00201,1.91955e-06,0.91,0.0,0.02911
Kepler-940 b,Kepler-940,0.97,0.035,,0.3059,0.0,1,1,59.6225257,0.035,3.3425000000000006e-05,0.97,0.0,0.3059
Kepler-694 b,Kepler-694,0.97,0.0259,,0.0659,0.0,1,1,6.365841612,0.0259,2.47345e-05,0.97,0.0,0.0659
Kepler-787 b,Kepler-787,0.65,0.00687,,0.0159,0.0,1,1,0.928310498,0.00687,6.56085e-06,0.65,0.0,0.0159
Kepler-313 c,Kepler-313,1.114,0.0224,,0.208,0.0,1,2,32.273273,0.0224,2.1392e-05,1.114,0.0,0.208
Kepler-326 c,Kepler-326,0.91,0.055,0.055,0.051,0.0,1,3,4.580358,0.055,5.2525e-05,0.91,0.0,0.051
Kepler-33 c,Kepler-33,1.291,0.00122707,0.00122707107573231,0.1189,0.0,1,5,13.17562,0.00122707,1.17185185e-06,1.291,0.0,0.1189
TOI-2498 b,TOI-2498,1.12,0.1089267,0.108926701444909,0.0491,0.089,1,1,3.738252,0.1089267,0.0001040249985,1.12,0.089,0.0491
TOI-2524 b,TOI-2524,1.007,0.64,0.64,0.073,0.0,1,1,7.18585,0.64,0.0006112,1.007,0.0,0.073
TOI-2145 b,TOI-2145,1.7169,5.55960374,5.55960373925922,0.111,0.21,1,1,10.261127,5.55960374,0.0053094215717,1.7169,0.21,0.111
TOI-3321 b,TOI-3321,1.041,0.554,0.554,0.047,0.054,1,1,3.6525145,0.554,0.0005290700000000001,1.041,0.054,0.047
TOI-2141 b,TOI-2141,0.94,0.075,0.075,0.133,0.21,1,1,18.26157,0.075,7.162499999999999e-05,0.94,0.21,0.133
TOI-1180 b,TOI-1180,0.75,0.03146352,0.0314635186149361,0.080799,0.0,1,1,9.686760378,0.03146352,3.0047661600000003e-05,0.75,0.0,0.080799
HD 63935 c,HD 63935,0.9406,0.03492451,0.0349245056625791,0.148,0.0,1,2,21.4027,0.03492451,3.335290705e-05,0.9406,0.0,0.148
Kepler-350 d,Kepler-350,1.0,0.047,0.047,0.1786,0.0,1,3,26.136,0.047,4.4885e-05,1.0,0.0,0.1786
Kepler-54 c,Kepler-54,0.51,0.00220245,0.00220244630304553,0.0809,0.0,1,3,12.0717249,0.00220245,2.10333975e-06,0.51,0.0,0.0809
Kepler-238 c,Kepler-238,1.229,0.47988788,0.479887878618729,0.069,0.0,1,5,6.155557,0.47988788,0.0004582929254,1.229,0.0,0.069
Kepler-238 b,Kepler-238,1.229,10.39875583,10.3987558292736,0.034,0.0,1,5,2.090876,10.39875583,0.009930811817650001,1.229,0.0,0.034
Kepler-277 c,Kepler-277,1.12,0.202,0.202,0.21781,0.0,1,2,33.006,0.202,0.00019291000000000002,1.12,0.0,0.21781
55 Cnc d,55 Cnc,0.905,3.878,3.878,5.957,0.13,2,5,5574.2,3.878,0.0037034900000000003,0.905,0.13,5.957
Kepler-79 e,Kepler-79,1.165,0.013,0.013,0.386,0.012,1,4,81.0659,0.013,1.2414999999999999e-05,1.165,0.012,0.386
Kepler-59 b,Kepler-59,1.04,0.01290004,0.0129000426321238,0.09943,0.0,1,2,11.8681707,0.01290004,1.23195382e-05,1.04,0.0,0.09943
Kepler-276 c,Kepler-276,1.1,0.052,0.052,0.18619,0.0,1,3,31.884,0.052,4.9659999999999995e-05,1.1,0.0,0.18619
Kepler-324 e,Kepler-324,0.844,0.73943674,0.73943673637706,0.10972,0.0,1,4,13.97939968,0.73943674,0.0007061620867,0.844,0.0,0.10972
Kepler-425 b,Kepler-425,0.93,0.25,0.25,0.0464,0.33,1,1,3.79701816,0.25,0.00023875,0.93,0.33,0.0464
Barnard e,Barnard's star,0.162,0.00060725,,0.0381,0.04,1,4,6.7392,0.00060725,5.7992375e-07,0.162,0.04,0.0381
Kepler-80 f,Kepler-80,0.73,14.03187979,14.0318797872589,0.0175,0.186,1,6,0.9867873,14.03187979,0.01340044519945,0.73,0.186,0.0175
Barnard c,Barnard's star,0.162,0.00105403,,0.0274,0.08,1,4,4.1244,0.00105403,1.00659865e-06,0.162,0.08,0.0274
Kepler-96 b,Kepler-96,1.0,0.027,0.027,0.1261,0.0,1,1,16.2385,0.027,2.5785e-05,1.0,0.0,0.1261
Kepler-930 b,Kepler-930,1.25,0.0163,,0.34593,0.0,1,1,71.4517775,0.0163,1.5566499999999997e-05,1.25,0.0,0.34593
Kepler-337 b,Kepler-337,1.081,0.0094,,0.045,0.0,1,2,3.292781,0.0094,8.977e-06,1.081,0.0,0.045
Kepler-33 e,Kepler-33,1.291,0.01752509,0.0175250920303307,0.2138,0.0,1,5,31.7844,0.01752509,1.673646095e-05,1.291,0.0,0.2138
Kepler-332 b,Kepler-332,0.743,0.00537,,0.07,0.0,1,3,7.626324,0.00537,5.12835e-06,0.743,0.0,0.07
Kepler-390 c,Kepler-390,0.787,0.00131,,0.101,0.0,2,2,13.060022,0.00131,1.25105e-06,0.787,0.0,0.101
Kepler-392 b,Kepler-392,0.874,0.00306,,0.059,0.0,1,2,5.341853,0.00306,2.9223e-06,0.874,0.0,0.059
